영업상태명,상세영업상태코드,상세영업상태명,전화번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
영업/정상,1,정상영업,02-912-9110,서울특별시 성북구 길음동 535번지8호 535번지26호 540번지2호,서울특별시 성북구 길음동 535번지8호 535번지26호 540번지2호,,길음시장,그 밖의 대규모점포,,,대규모점포
영업/정상,1,정상영업,02 9185651,서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),136130,롯데마켓999 하월곡점,구분없음,201621.3317,456272.2617,준대규모점포
영업/정상,1,정상영업,02   9155603,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),136140,롯데마이슈퍼 장위점,구분없음,204208.6312,457844.348,준대규모점포
영업/정상,1,정상영업,02  914 5601,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),136100,롯데마이슈퍼 정릉점,구분없음,201548.4956,455659.8179,준대규모점포
영업/정상,1,정상영업,9675571,,서울특별시 성북구 돌곶이로22가길 27 (석관동),136818,석관시장,시장,205254.2626,456319.5567,대규모점포
영업/정상,1,정상영업,02-926-6323,,서울특별시 성북구 인촌로2길 37 (보문동4가),136084,보문시장(주),시장,201858.4883,453868.7203,대규모점포
영업/정상,1,정상영업,,서울특별시 성북구 석관동 279번지 39호,서울특별시 성북구 한천로73길 26 (석관동),136150,석관황금시장,시장,205365.358,456371.165,대규모점포
영업/정상,1,정상영업,02-926-6405,서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),136751,동소문스카이상가,시장,200841.727,454721.5052,대규모점포
영업/정상,1,정상영업,070-7799-9129,,서울특별시 성북구 장월로12길 41-1 (장위동),136829,장위전통시장,시장,204407.2508,456638.1945,대규모점포
영업/정상,1,정상영업,02-944-1052,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),136800,이마트 미아점,대형마트,202555.3009,456503.0662,대규모점포
영업/정상,1,정상영업,02 9259523,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),136051,유타쇼핑몰,쇼핑센터,201447.4187,454477.1033,대규모점포
폐업,3,폐업처리,24345602,서울특별시 중랑구 상봉2동 129번지 9호,서울특별시 중랑구 망우로32길 23 (상봉동),131861,롯데쇼핑(주)롯데슈퍼 상봉점,그 밖의 대규모점포,206740.9598,454517.5753,
영업/정상,1,정상영업,269228100,서울특별시 중랑구 상봉1동 500번지,서울특별시 망우로 353-0 (상봉동 프레미어스 엠코),131857,홈플러스(주) 서울 상봉점,대형마트,207923.7459,455090.7183,
영업/정상,5,영업개시전,02-3452-2379,서울특별시 중구 남대문로2가 9-1,,,센터포인트 명동,쇼핑센터,198401.7013,451374.3122,
영업/정상,1,정상영업,02-6936-1251,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167 (하월곡동 동일하이빌뉴시티아파트),136735,이마트 하월곡점,대형마트,202667.4688,455858.9208,대규모점포
영업/정상,1,정상영업,02-2006-3215,,서울특별시 성북구 보문사길 111 (보문동6가 보문파크뷰자이),2874,(주)지에스리테일 성북보문점,구분없음,201509,453158,준대규모점포
영업/정상,1,정상영업,,서울특별시 성북구 보문동4가 1번지 1   호   ,서울특별시 성북구 보문동4가 1번지 1   호   ,,보문시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 9135724,서울특별시 성북구 하월곡동 88번지 345호   ,서울특별시 성북구 하월곡동 88번지 345호   ,,미아시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 9675571,서울특별시 성북구 석관동 270호   ,서울특별시 성북구 석관동 270호   ,,석관시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 9620580,서울특별시 성북구 석관동 338번지 18호   ,서울특별시 성북구 석관동 338번지 18호   ,,새석관시장,그 밖의 대규모점포,204582.6803,456210.8363,
영업/정상,1,정상영업,02 9157301,서울특별시 성북구 장위동 301호   ,서울특별시 성북구 장위동 301호   ,,번동시장,그 밖의 대규모점포,204162.7777,457664.9619,
영업/정상,1,정상영업,02  21173014,서울특별시 성북구 길음동 20번지 1호,서울특별시 성북구 동소문로 315 (길음동 현대백화점미아점),136719,현대백화점 미아점,백화점,202466.8011,456227.5717,대규모점포
영업/정상,1,정상영업,02 9436563,서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),136802,길음시장,시장,201852.5885,455598.9475,대규모점포
영업/정상,1,정상영업,203805234,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 길음동 25번지 2호,,신세계이마트미아점,대형마트,202555.3009,456503.0662,
영업/정상,1,정상영업,02-944-1234,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),136111,이마트 미아점,대형마트,202555.3009,456508.4952,대규모점포
영업/정상,1,정상영업,915-4230,서울특별시 성북구 장위동 60번지 1호,서울특별시 성북구 장위동 60번지 1호,,삼익아파트상가,그 밖의 대규모점포,205020.6087,456783.7666,
영업/정상,1,정상영업,209413506,서울특별시 성북구 종암동 132번지,서울특별시 성북구 종암로 132 (종암동 종암우림카이저팰리스),2797,종암우림카이저팰리스주상복합,그 밖의 대규모점포,202887.7362,455516.2032,대규모점포
영업/정상,1,정상영업,9203485,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,서울특별시 성북구 도봉로 17 신세계 이마트 미아점 (길음동),2729,이마트 미아점,대형마트,202555.3009,456503.0662,대규모점포
영업/정상,1,정상영업,02-944-1051,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167  동 (하월곡동),136130,이마트 하월곡점,대형마트,202667.4688,455858.9208,대규모점포
영업/정상,1,정상영업,921 8053,,서울특별시 성북구 성북로4길 52 (돈암동 한진아파트),136753,GS슈퍼마켓 동소문점,구분없음,200841.727,454873.8254,준대규모점포
영업/정상,1,정상영업,02  32913333,서울특별시 성북구 돈암2동 636번지,서울특별시 성북구 북악산로 844 (돈암동 돈암이수브라운스톤아파트),136793,GS슈퍼마켓 돈암점,그 밖의 대규모점포,201501.4745,455061.6986,준대규모점포
영업/정상,1,정상영업,02  60531252,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,서울특별시 성북구 길음로 33 (길음동 길음뉴타운8단지아파트),136731,GS슈퍼마켓 길음뉴타운점,그 밖의 대규모점포,201514.9828,456137.0843,준대규모점포
영업/정상,1,정상영업,02   9412227,서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),136110,GS수퍼마켓 길음점,그 밖의 대규모점포,201517.3853,456504.5619,준대규모점포
영업/정상,1,정상영업,918-5651,서울특별시 성북구 월곡1동 62번지 1호,서울특별시 성북구 월곡1동 62번지 1호,,롯데슈퍼하월곡점,,203353.7989,455765.4171,준대규모점포
영업/정상,1,정상영업,02   9235601,서울특별시 성북구 동소문동5가 75번지,서울특별시 성북구 동소문로 98 (동소문동5가),136035,롯데마이슈퍼 동소문점,구분없음,201358.894,454439.0851,준대규모점포
휴업,2,휴업처리,02 9434044,서울특별시 성북구 장위동 68번지 1014호   ,,,코코마트,그 밖의 대규모점포,204367.3478,456732.945,
휴업,2,휴업처리,02 9434044,서울특별시 성북구 장위동 68번지 1014호   ,,,코코마트,그 밖의 대규모점포,204367.3478,456732.945,
휴업,2,휴업처리,02 9620580,서울특별시 성북구 길음동 25번지 2호   ,,,신세계백화점 미아점,백화점,202555.3009,456503.0662,
휴업,2,휴업처리,02 9436563,서울특별시 성북구 길음동 540번지 2호   ,,,길음시장,그 밖의 대규모점포,201876.5217,455664.6353,
폐업,3,폐업처리,02 9151254,서울특별시 성북구 장위동 60번지 1호,,,장석시장,시장,205020.6087,456783.7666,
폐업,3,폐업처리,02-941-3506,서울특별시 성북구 종암동 3번지 75  호,,,종암시장,시장,,,
폐업,3,폐업처리,9266122,서울특별시 성북구 삼선동5가 55번지 1  호,,,돈암시장,시장,,,
폐업,3,폐업처리,02 9132982,서울특별시 성북구 하월곡동 16번지 1 호,,,월곡시장,시장,,,
폐업,3,폐업처리,02 9144851,서울특별시 성북구 정릉동 405번지 1  호,,,정릉시장,시장,200741.8145,456247.2537,
폐업,3,폐업처리,02 9158881,서울특별시 성북구 장위동 238번지 496 호,,,장위시장,그 밖의 대규모점포,204411.7791,456753.4888,
폐업,3,폐업처리,02 7646480,서울특별시 성북구 삼선동1가 29호,,,삼선시장,시장,200571.1538,454098.6109,
폐업,3,폐업처리,02 943 4044,서울특별시 성북구 장위동 68번지 1014호,,,코코마트,시장,204367.3478,456732.945,
영업/정상,1,정상영업,980-5670,,서울특별시 강북구 도봉로33길 18 (미아동),142815,(주)농협유통 미아점,대형마트,202266.4487,457691.8024,준대규모점포
영업/정상,1,정상영업,02-989-4730,서울특별시 강북구 수유동 54번지 5호 수유시장,서울특별시 강북구 도봉로67길 18 수유시장 (수유동),1117,수유시장,그 밖의 대규모점포,201956.181,458714.3658,대규모점포
영업/정상,1,정상영업,02-902-1353,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,서울특별시 강북구 노해로17길 21 수유중앙시장 (수유동),1076,수유중앙시장,그 밖의 대규모점포,201812.9047,459775.9928,대규모점포
영업/정상,1,정상영업,02-358-8546,서울특별시 은평구 구산동 1번지 24호,서울특별시 은평구 서오릉로 145 (구산동),,홈플러스(주)익스프레스구산점,그 밖의 대규모점포,192563.8745,456570.0846,
영업/정상,1,정상영업,02-901-1683,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142061,북부시장,시장,202608.9341,459320.0308,대규모점포
영업/정상,1,정상영업,02-980-0740,서울특별시 강북구 미아동 701번지 3호 동북프라자,서울특별시 강북구 솔샘로 233 동북프라자 (미아동),1189,동북시장,그 밖의 대규모점포,201589.778,457545.1009,대규모점포
영업/정상,1,정상영업,02-993-0240,,서울특별시 강북구 노해로23길 68 (수유동),142879,우이시장,시장,201692.8689,460402.0655,대규모점포
영업/정상,1,정상영업,02-981-1151,서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),142100,연이스퀘어,쇼핑센터,202615,456822,대규모점포
영업/정상,1,정상영업,02-833-8545,서울특별시 영등포구 도림동 251번지 5호,서울특별시 영등포구 도신로 75 (도림동),150833,홈플러스(주) 익스프레스 도림점,구분없음,191157.1393,444953.0052,
영업/정상,1,정상영업,02 9822278,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동 삼호아파트수유프라자),1114,수유프라자,복합쇼핑몰,202000.5137,458815.9777,대규모점포
영업/정상,1,정상영업,982-2278,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),142874,수유프라자,그 밖의 대규모점포,202000.5137,458815.9777,대규모점포
영업/정상,1,정상영업,02 9881430,서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),142100,숭인시장,그 밖의 대규모점포,202558.5818,456709.9163,대규모점포
영업/정상,1,정상영업,02   9442500,서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),142804,롯데백화점 미아점,백화점,202625.6463,456875.974,대규모점포
영업/정상,1,정상영업,29943989,서울특별시 강북구 수유동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,시장,202197.0963,459964.5306,대규모점포
영업/정상,1,정상영업,02-903-5546,서울특별시 강북구 수유동 405번지 5호,서울특별시 강북구 삼양로91길 11-12 (수유동),142870,수유북부시장,그 밖의 대규모점포,201354.5535,459317.5831,대규모점포
영업/정상,1,정상영업,9867000,서울특별시 강북구 송중동,서울특별시 강북구 도봉로 34 (미아동),142120,트레지오,쇼핑센터,202642.446,456636.3082,대규모점포
영업/정상,1,정상영업,02-994-3989,서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,그 밖의 대규모점포,202197.0963,459964.5306,대규모점포
영업/정상,1,정상영업,02-902-1683,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142864,강북 북부시장,시장,202608.9341,459320.0308,대규모점포
영업/정상,1,정상영업,6933-8701,서울특별시 강북구 미아동 1357번지 6호,서울특별시 강북구 삼양로27길 35-21 (미아동),142807,(주)지에스리테일GS수퍼 강북미아점,대형마트,201602.5775,457290.1007,준대규모점포
영업/정상,1,정상영업,209441510,서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),142100,롯데쇼핑(주) 롯데마트 삼양점,대형마트,201494.6273,458136.3423,대규모점포
영업/정상,1,정상영업,2290-5853,서울특별시 강북구 수유1동 54번지 5호,서울특별시 강북구 도봉로67길 18 (수유동),142874,롯데쇼핑(주)롯데슈퍼수유점,대형마트,201956.181,458714.3658,준대규모점포
휴업,2,휴업처리,02 9880450,서울특별시 강북구 수유동 63호   ,,,수유프라자,그 밖의 대규모점포,202000.5137,458815.9777,
휴업,2,휴업처리,02   9867000,서울특별시 강북구 미아동 35번지 4   호 도봉로32  ,,,트레지오,쇼핑센터,,,
폐업,3,폐업처리,984-5601,,서울특별시 강북구 삼양로19길 25 110동 지하1층 5호6호 (미아동 삼성래미안트리베라1차),142730,롯데쇼핑(주)롯데슈퍼미아점,대형마트,201760.4338,456845.3738,준대규모점포
폐업,3,폐업처리,944-3984,,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,시장,202168.1581,459990.6143,대규모점포
폐업,3,폐업처리,9824050,서울특별시 강북구 송천동,서울특별시 강북구 도봉로33길 18 (미아동),142815,성북프라자,그 밖의 대규모점포,202266.4487,457691.8024,대규모점포
폐업,3,폐업처리,988-5103,서울특별시 강북구 번2동 433번지 1호,서울특별시 강북구 덕릉로 176 (번동),142866,(주)지에스리테일번동점,대형마트,202888.3136,459197.3732,준대규모점포
휴업,2,휴업처리,,서울특별시 노원구 상계동 389번지 234호   ,,,상계중앙시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02-3272-8544,서울특별시 마포구 도화동 353번지,서울특별시 마포구 도화4길 73 (도화동 현대홈타운),4180,홈플러스익스프레스 도화점,그 밖의 대규모점포,195669.2176,448393.6587,
영업/정상,1,정상영업,32813652,서울특별시 강북구 미아동 1351번지,서울특별시 강북구 도봉로 157 112호 (미아동 두원프라자),142814,(주)이마트에브리데이 미아동점,대형마트,202314.4797,457821.8531,
영업/정상,1,정상영업,6052-7704,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,서울특별시 도봉구 방학로5길 33 금강아미움파크타운 (쌍문동 금강아미움파크타운),1391,금강아미움쇼핑센터,그 밖의 대규모점포,203296.1646,462113.8605,대규모점포
영업/정상,1,정상영업,954-1510,서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),132010,도봉한양프라자,그 밖의 대규모점포,204136.5845,463573.1022,대규모점포
영업/정상,1,정상영업,956-4004,서울특별시 도봉구 방학동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),132828,신동아프라자,그 밖의 대규모점포,202326.1758,462116.4086,대규모점포
영업/정상,1,정상영업,7077999129,서울특별시 성북구 장위동 68-225,서울특별시 성북구 장월로12길 41-1 장위전통시장 상인회 (장위동),2769,장위전통시장상인회,시장,204407.2508,456638.1945,
영업/정상,1,정상영업,02-954-6442,서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41 (도봉동),132731,도봉한신쇼핑상가,그 밖의 대규모점포,204169.8477,464814.7174,대규모점포
영업/정상,1,정상영업,905-5362,서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),132784,대우상가,시장,203242.9685,460001.0811,대규모점포
영업/정상,1,정상영업,903-0900,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),132042,(주)에브리데이리테일 창동점,구분없음,203027.6271,460124.4184,준대규모점포
영업/정상,1,정상영업,903-5601,서울특별시 도봉구 쌍문2동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),132858,롯데슈퍼 쌍문점,구분없음,203048.6693,461867.6479,준대규모점포
영업/정상,1,정상영업,903-5602,서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동),132925,롯데슈퍼 창동점,구분없음,203207.6253,460455.8376,준대규모점포
영업/정상,1,정상영업,02-907-0033,서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동),132918,삼익쇼핑,그 밖의 대규모점포,203220.9214,459746.9244,대규모점포
영업/정상,1,정상영업,02-901-1050,서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동),132904,(주) 이마트 창동점,대형마트,204107.0903,461072.6424,대규모점포
영업/정상,1,정상영업,903-0900,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),132042,(주)에브리데이리테일 창동점,구분없음,203027.6271,460124.4184,준대규모점포
영업/정상,1,정상영업,3491-4297,서울특별시 도봉구 방학3동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),132828,롯데슈퍼 방학점,구분없음,202326.1758,462116.4086,준대규모점포
폐업,3,폐업처리,990-9994,서울특별시 도봉구 쌍문동 311번지,서울특별시 도봉구 시루봉로 2 (쌍문동),132030,롯데슈퍼 쌍문4동 가맹점,구분없음,202472.189,460959.4629,준대규모점포
영업/정상,1,정상영업,977-3020,서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),139956,(주)지에스리테일 GS슈퍼 노원월계점,구분없음,205984.1521,457275.7993,준대규모점포
영업/정상,5,영업개시전,02-373-9993,서울특별시 서대문구 남가좌동 390 래미안 루센티아,서울특별시 서대문구 거북골로 100 지하3층 32333435호 (남가좌동 래미안 루센티아),3689,GS THE FRESH 남가좌디엠씨점,구분없음,192728.9387,452585.5416,
영업/정상,1,정상영업,9859000,서울특별시 노원구 하계동 284번지 2호,서울특별시 노원구 한글비석로 57 (하계동 세이브존),1784,세이브존,그 밖의 대규모점포,206044.7764,459360.8777,대규모점포
영업/정상,1,정상영업,903-0900,서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),1460,(주)이마트에브리데이 창동점,구분없음,203027.6271,460124.4184,
영업/정상,1,정상영업,209122080,서울특별시 도봉구 방학동 707번지 7호,서울특별시 도봉구 도봉로 678 (방학동),132854,홈플러스(주)방학점,대형마트,203790.0136,462495.417,
영업/정상,1,정상영업,02-380-9396,서울특별시 노원구 월계동 333번지 1호,서울특별시 노원구 마들로3길 15 (월계동 월계이마트),139842,이마트타운 월계점,쇼핑센터,205391.0704,458333.9892,대규모점포
영업/정상,1,정상영업,220922500,서울특별시 노원구 중계동 517호,서울특별시 노원구 노원로 330 (중계동 롯데마트),139920,롯데마트 중계점,대형마트,206132.4325,460549.3112,대규모점포
영업/정상,1,정상영업,02-921-8545,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),136087,홈플러스익스프레스 보문점,구분없음,201826.0023,453162.3763,
영업/정상,1,정상영업,950-6666,서울특별시 노원구 상계동 292번지 1호,서울특별시 노원구 노해로 507 (상계동),139816,와우패션클럽,그 밖의 대규모점포,205557.0134,461441.688,대규모점포
영업/정상,1,정상영업,02 9719000,서울특별시 노원구 중계동 506번지 1   호,서울특별시 노원구 중계동 506번지 1   호,,건영옴니백화점,백화점,205645.892,459609.0125,대규모점포
영업/정상,1,정상영업,02-936-9006,서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),139816,노원아이파크 상가,그 밖의 대규모점포,206033.0233,461935.3392,대규모점포
영업/정상,1,정상영업,2091-0011,서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),139826,(주)지에스리테일 GS수퍼상계점,구분없음,205715.5389,462416.2116,준대규모점포
영업/정상,1,정상영업,02-971-5601,서울특별시 노원구 공릉동 238번지 53호,서울특별시 노원구 공릉로 144 (공릉동 공릉빌딩),1819,롯데쇼핑(주) 롯데슈퍼공릉점,구분없음,206952.4441,457814.5296,준대규모점포
영업/정상,1,정상영업,937-0070,서울특별시 노원구 중계동 364번지 17호 유경데파트,서울특별시 노원구 한글비석로 232 (중계동 유경데파트),1734,유경데파트,그 밖의 대규모점포,206719.5863,460669.8364,대규모점포
영업/정상,1,정상영업,02-972-2027,,서울특별시 노원구 동일로180길 14 (공릉동 공릉종합상가),139807,공릉종합상가,그 밖의 대규모점포,206578.976,457736.3647,대규모점포
영업/정상,1,정상영업,29314825,서울특별시 노원구 상계동 173번지,서울특별시 노원구 한글비석로 396 (상계동),139748,상계역전종합상가,쇼핑센터,206280.7899,462002.499,대규모점포
휴업,2,휴업처리,02 9502500,서울특별시 노원구 상계동 713호   ,,,롯데백화점 상계점,백화점,205320.2848,461419.8818,
휴업,2,휴업처리,02 9859000,서울특별시 노원구 하계동 284호   ,,,세이브존,대형마트,205994.8118,459502.6453,
휴업,2,휴업처리,220921234,서울특별시 노원구 월계동 333번지 1호   ,,,신세계 이마트 월계덤,그 밖의 대규모점포,205391.0704,458333.9892,
휴업,2,휴업처리,220921234,서울특별시 노원구 월계동 333번지 1호,,,신세계 이마트 월계점,대형마트,205391.0704,458333.9892,
휴업,2,휴업처리,02  9859000,서울특별시 노원구 하계동 284호   ,,,세이브존,대형마트,205994.8118,459502.6453,
폐업,3,폐업처리,972-8793,서울특별시 노원구 공릉동 90번지 4호,서울특별시 노원구 노원로 3 (공릉동),139800,(주)지에스리테일  공릉점,구분없음,207577.5158,457741.4652,준대규모점포
폐업,3,폐업처리,69333041,서울특별시 노원구 상계2동 1318번지 노원아이파크 지하1층,,,(주)지에스리테일 GS수퍼상계중앙점,대형마트,206033.0233,461935.3392,준대규모점포
영업/정상,1,정상영업,02 3550727,서울특별시 은평구 응암동 427번지 126호   ,서울특별시 은평구 응암로 252 (응암동),,응암시장,그 밖의 대규모점포,192738.3811,454678.8985,
영업/정상,5,영업개시전,02-380-5042,서울특별시 서대문구 홍은동 11-419,서울특별시 서대문구 홍은중앙로 89(홍은동),3604,이마트에브리데이 홍은점,구분없음,195280.7102,455193.0147,
영업/정상,1,정상영업,509-5000,,서울특별시 서초구 잠원로 69 (잠원동),137907,킴스클럽,대형마트,200576.6086,445335.6672,
영업/정상,1,정상영업,02 373 5990,서울특별시 은평구 갈현동 467번지 1호,서울특별시 은평구 연서로17길 18-6 (갈현동),,역촌중앙시장,그 밖의 대규모점포,192534.6569,456773.7149,대규모점포
영업/정상,1,정상영업,302-1666,서울특별시 은평구 응암동 754번지 1호,서울특별시 은평구 응암동 754번지 1호,,대림시장,시장,192661.6613,453828.586,
영업/정상,1,정상영업,02-3157-1566,서울특별시 은평구 불광동 631번지 1호,서울특별시 은평구 불광로 90-0 (불광동),,대호프라자상가,그 밖의 대규모점포,194002.7017,456937.5425,대규모점포
영업/정상,1,정상영업,02 3596466,서울특별시 은평구 역촌동 31번지 6  호   ,서울특별시 은평구 역촌동 31번지 6  호   ,,서부종합시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02 3572440,서울특별시 은평구 불광동 248호   ,서울특별시 은평구 통일로 780 (불광동),,불광미성상가,그 밖의 대규모점포,193600.8884,456957.2336,
영업/정상,1,정상영업,02 9428545,서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),136732,홈플러스익스프레스 길음점,구분없음,201592.9913,456382.9661,
영업/정상,1,정상영업,02-385-0224,서울특별시 은평구 불광동 308번지 1   호,서울특별시 은평구 통일로 842 (불광동),,범서쇼핑,쇼핑센터,193035.2791,457365.9117,대규모점포
영업/정상,1,정상영업,02 3555654,서울특별시 은평구 구산동 182번지 6  호   ,서울특별시 은평구 구산동 182번지 6  호   ,,현대화유통기업(주),대형마트,,,
영업/정상,1,정상영업,02 3854902,서울특별시 은평구 진관내동 500번지 2  호   ,서울특별시 은평구 진관내동 500번지 2  호   ,,(주)미소종합유통,대형마트,,,
영업/정상,1,정상영업,02-389-1100,서울특별시 은평구 불광동 311번지 13호,서울특별시 은평구 통일로 856 (불광동),,메트로,쇼핑센터,192998.2022,457479.9952,대규모점포
영업/정상,1,정상영업,02  22905853,서울특별시 은평구 역촌동 17번지 1호,서울특별시 은평구 진흥로 103 (역촌동),122896,롯데쇼핑(주) 롯데슈퍼 역촌점,그 밖의 대규모점포,193083.7657,455978.0106,준대규모점포
폐업,3,폐업처리,02  383 8546,서울특별시 은평구 역촌동 14번지 7호,서울특별시 은평구 서오릉로 95 (역촌동),122895,홈플러스(주) 익스프레스 역촌점,그 밖의 대규모점포,192920.728,456218.216,
영업/정상,1,정상영업,02  69431052,서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동),,(주)이마트 수색점,대형마트,190977.8506,453037.788,대규모점포
영업/정상,1,정상영업,02-380-1054,서울특별시 은평구 응암동 90번지 1호,서울특별시 은평구 은평로 111 (응암동),,(주)이마트 은평점,대형마트,192882.8377,455340.5406,대규모점포
영업/정상,1,정상영업,02 359 6466,서울특별시 은평구 역촌동 31번지 6호,서울특별시 은평구 진흥로1길 28 (역촌동),122897,서부종합시장,시장,192773.9746,455630.8841,대규모점포
영업/정상,1,정상영업,02 3025798,서울특별시 은평구 수색동 205번지 21  호   ,서울특별시 은평구 수색동 205번지 21  호   ,,수일시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02  350 7032,서울특별시 은평구 대조동 240호,서울특별시 은평구 불광로 20 (대조동),,팜스퀘어,쇼핑센터,193661.7324,456379.1939,대규모점포
영업/정상,1,정상영업,302-1666,서울특별시 은평구 응암동 754번지 1호,서울특별시 은평구 응암동 754번지 1호,,대림시장,시장,192661.6613,453828.586,대규모점포
영업/정상,1,정상영업,02 3026729,서울특별시 은평구 응암동 300번지 11 호   ,서울특별시 은평구 응암동 300번지 11 호   ,,양지시장,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02-2224-6600,서울특별시 강동구 천호동 563번지,서울특별시 강동구 구천면로 189 (천호동),134873,이천일아울렛 천호점,그 밖의 대규모점포,211055.4862,448786.6974,
영업/정상,1,정상영업,2667-9000,서울특별시 강서구 등촌3동 689번지 외 2,서울특별시 강서구 강서로56길 17 (등촌동),157930,(주) 이랜드리테일 강서점,백화점,185824.4285,450866.2521,
영업/정상,1,정상영업,02-701-8544,,서울특별시 마포구 토정로 282 (용강동),4163,홈플러스익스프레스 용강점,구분없음,194695.7971,448818.968,
영업/정상,1,정상영업,02  22905853,서울특별시 은평구 불광1동 308번지 1호,서울특별시 은평구 통일로 842 (불광동),122859,롯데쇼핑(주)롯데슈퍼범서점,그 밖의 대규모점포,193035.2791,457365.9117,준대규모점포
휴업,2,휴업처리,02 34845153,서울특별시 은평구 응암동 90번지 1호   ,서울특별시 은평구 은평로 111 (응암동),,신세계이마트 은평점,대형마트,192882.8377,455340.5406,
휴업,2,휴업처리,02 34845153,서울특별시 은평구 응암동 90번지 1호   ,서울특별시 은평구 은평로 111 (응암동),,신세계이마트 은평점,대형마트,192882.8377,455340.5406,
휴업,2,휴업처리,02352 8325,서울특별시 은평구 대조동 14번지 24호   ,,,불광시장(법인 대표자 관리자변경),그 밖의 대규모점포,,,
휴업,2,휴업처리,02 3599323,서울특별시 은평구 진관외동 424번지 1호   ,,,진관시장,그 밖의 대규모점포,,,
휴업,2,휴업처리,02 3735990,서울특별시 은평구 증산동 184번지 9호   ,서울특별시 은평구 증산로3길 12 (증산동),,증산시장,그 밖의 대규모점포,191545.0504,453244.2298,
